"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5"
"représenter";-4,077;-4,912;-3,524;23,1;1,745
"rang";0,075;0,239;-3,803;8,368;-2,091
"présence";-0,422;-4,417;-0,347;-2,007;20,002
"principe";-0,097;4,604;-2,03;-2,642;1,37
"politique";9,889;0,08;-5,246;0,17;-1,384
"partager";-1,644;-4,417;-0,347;2,662;4,897
"nécessaire";23,087;0,55;-3,246;-0,802;-5,617
"livrer";-1,828;-4,665;-1,562;-0,802;28,399
"inspirer";1,556;-0,828;-5,246;-2,007;11,173
"infortuné";0,109;-3,677;-0,052;-3,418;11,984
"imprimer";-1,286;0,299;-4,659;0,001;6,853
"habitant";-3,052;0,48;-2,157;-1,396;11,984
"gagner";-0,422;-0,828;20,375;-2,007;-3,032
"funeste";2,941;3,99;-4,366;-3,418;0,137
"france";-1,286;0,299;10,576;-0,381;-4,724
"fortune";17,308;-0,014;-3,197;-0,001;-3,241
"figure";-1,464;-0,041;-1,121;9,294;-0,247
"fameux";-0,472;13,607;-1,131;-0,001;-3,241
"erreur";-0,313;28,26;-4,953;-3,877;-0,247
"envoyer";0,073;-2,446;19,112;-2,274;-2,945
"emporter";-0,107;1,634;-2,322;0,228;0,025
"eau";-1,42;-1,71;0,152;6,974;-0,282
"don";21,413;-2,938;-1,379;-0,822;-0,249
"courage";0,739;-0,378;-2,03;-2,642;7,51
"chemin";-0,621;-0,065;2,561;1,77;-3,537
"campagne";3,592;-3,43;-1,893;9,298;-1,938
"aventure";-3,872;-4,665;57,496;-4,336;-3,312
"attacher";-0,422;10,644;-2,97;-0,039;-0,374
"annoncer";-1,286;-1,819;-4,659;-0,381;25,134
"angleterre";3,016;-0,014;1,231;-0,645;-3,241
"éclairer";6,822;0,03;-4,074;-0,163;-0,013
"échapper";-0,131;0,002;-2,157;-1,396;8,085
"véritable";2,503;-1,177;-3,524;13,315;-3,594
"visage";-3,461;-4,17;0,012;-0,511;17,237
"verser";-0,065;-1,385;6,144;-3,189;0,278
"tendre";0,043;-0,514;0,061;-3,647;4,076
"soldat";0,192;0,074;-1,159;0,114;0,012
"secours";-0,019;5,854;-1,633;-1,008;0,001
"remettre";2,35;-0,97;-0,231;1,77;-1,416
"raisonner";-3,256;5,967;7,027;-1,596;-4,724
"perfection";-1,828;3,617;-5,54;-2,217;9,793
"pareil";-3,256;-0,514;-0,914;15,269;-0,142
"monument";-1,464;-0,041;-4,953;13,512;0,007
"misère";0,188;-0,412;0,616;-2,046;0,584
"maladie";-1,644;19,842;-0,347;-0,651;-3,032
"honte";0,015;4,692;-3,197;2,351;-3,241
"honorer";-2,234;-0,773;-1,131;2,351;3,267
"fureur";-0,778;2,954;-1,633;-2,96;4,105
"fleur";-1,42;-1,71;-0,268;0,476;4,754
"fermer";6,311;-0,828;-1,337;-0,039;-0,002
"faiblesse";-0,015;-0,999;-3,246;-0,091;9,793
"espagnol";-3,052;-0,375;35,765;-3,418;-4,427
"enseigner";3,856;2,655;-0,893;-2,274;-0,921
"empereur";1,246;0,001;1,779;-2,274;-0,921
"effort";15,962;-0,665;-2,696;0,291;-2,755
"détruire";0,577;23,501;-3,489;-2,731;-3,537
"disputer";-2,03;-0,586;4,381;0,016;-0,041
"curieux";-1,286;-1,819;0,718;10,635;-2,479
"crainte";9,608;-3,677;-2,157;2,215;-0,752
"couronner";-0,215;-1,819;-4,659;42,159;-4,724
"contraire";0,77;18,822;-4,659;-3,647;-0,952
"commencer";0,577;-0,97;2,561;-2,731;0,037
"cheval";0;-2,267;11,423;-0,651;-1,384
"agir";21,584;-0,665;-2,696;-0,511;-1,163
"admirer";-2,643;1,037;-1,633;10,864;-1,674
"action";-1,644;7,11;-2,97;-4,106;4,897
"éprouver";-0,778;1,037;0,003;0,184;-0,397
"voyage";-1,286;0,299;10,576;-1,596;-2,479
"souffrir";-0,621;3,731;0,045;-2,731;0,037
"route";-2,438;-2,938;2,561;0,342;0,78
"pénétrer";-0,215;-3,923;-4,659;-1,596;31,498
"prêt";-3,256;-1,819;2,098;-0,381;4,076
"prouver";6,822;0,03;0,304;-1,199;-4,13
"pierre";3,016;1,973;-3,197;-0,001;-1,164
"mémoire";-0,215;1,39;-2,425;-0,381;2,016
"médecin";-1,623;9,381;0,03;-0,19;-2,354
"mois";-2,03;-2,446;4,381;6,631;-2,945
"important";0,551;5,063;-2,696;-3,877;0,442
"flambeau";3,016;1,973;-3,197;0,569;-3,241
"fer";21,413;-2,938;-1,379;-2,731;0,037
"faux";-2,234;27,16;-1,131;-0,645;-3,241
"dîner";-0,422;-0,828;15,578;-0,651;-3,032
"découverte";-1,112;15,643;-0,719;-1,396;-0,752
"créateur";-3,872;-0,999;-5,54;-2,217;41,331
"couper";0,188;-2,201;0;8,253;-2,65
"commerce";-1,644;19,842;0;-0,651;-5,319
"chasser";4,374;-3,184;1,927;-0,082;-1,674
"capitale";0;-0,098;-1,337;5,022;-0,374
"bâtir";-2,643;-3,184;-3,781;57,699;-3,834
"beauté";-0,313;5,063;0,478;-1,8;-1,163
"abuser";1,817;-0,147;-1,633;-0,082;0,487
"éclairé";0,77;1,39;-2,425;0,001;-0,142
"vil";3,856;0,691;-2,905;0,887;-2,945
"tyran";12,671;-3,923;-4,659;-3,647;6,853
"touchant";-0,313;2,68;-2,696;-1,8;3,339
"surprise";-3,461;-2,042;3,452;0,291;0,442
"statue";-3,256;-1,819;-2,425;20,738;0,049
"salutaire";-0,472;-2,692;-3,197;-2,502;29,328
"robe";-0,621;-0,97;-0,231;12,729;-1,416
"retourner";-1,112;-1,6;28,726;-1,396;-4,427
"punir";1,246;0,691;-0,034;0,016;-2,945
"prêtre";-0,131;-1,6;0,155;-3,418;8,085
"promener";-1,112;-1,6;-0,719;7,971;0,137
"prix";-0,019;1,037;0,521;-0,082;-1,674
"peindre";-0,942;-1,385;-4,074;-1,199;25,077
"patron";-2,234;-2,692;38,187;-2,502;-3,241
"ombre";1,39;-3,43;-1,893;-1,199;9,534
"obliger";-1,112;-1,6;0,155;-0,264;4,95
"nouvelle";-1,464;0,169;3,452;1,362;-5,021
"moral";0,008;5,063;-1,121;-3,877;0,442
"moitié";-1,286;-0,007;-0,914;10,635;-0,952
"imaginer";-2,438;7,079;-0,231;0,342;-1,416
"héros";-0,019;-1,174;-3,781;-0,082;11,251
"généreux";0,008;-0,665;-2,696;-1,8;12,749
"fuir";-0,942;-3,43;-0,008;-3,189;19,077
"françois";-0,942;17,854;-4,074;0,955;-4,13
"fait";-0,019;5,854;-1,633;-1,008;0,001
"faim";-1,112;0,002;1,029;-0,264;0,137
"différent";-2,643;20,442;-3,781;1,314;-3,834
"concevoir";-2,643;5,854;-1,633;0,184;0,001
"cendre";1,046;-0,375;-4,366;-3,418;11,984
"ajouter";3,856;5,894;-2,905;-2,274;-0,921
"voile";-2,234;-0,773;1,231;-0,645;3,267
"vin";-1,623;-1,955;12,738;0,228;-2,354
"village";-1,112;-1,6;8,275;0,024;-0,752
"valet";-0,131;-1,6;22,457;-1,396;-4,427
"vain";4,374;0,101;-3,781;0,184;-0,397
"tombeau";3,401;-1,71;-2,031;0,476;0,139
"sourire";-0,472;-0,773;1,231;-0,645;1,179
"soumettre";26,799;-0,375;-4,366;-3,418;-0,062
"sauver";-0,21;-2,201;5,691;0,085;-0,69
"ruine";-2,03;-0,586;-0,893;0,016;7,973
"richesse";0,008;12,086;-1,121;-0,511;-2,755
"respecter";9,608;-3,677;-0,719;-1,396;0,976
"rentrer";0;1,446;-1,379;1,77;-1,416
"prétendre";0,693;-1,71;1,681;-0,081;-0,282
"préparer";-0,107;-1,955;3,502;0,228;-0,474
"préjugé";-2,234;45,35;-3,197;-2,502;-3,241
"prison";0,77;-1,819;2,098;-0,381;-0,142
"perfectionner";-2,643;35,077;-3,781;-1,008;-1,674
"parcourir";-3,052;7,023;-2,157;0,024;0,137
"paqueter";-3,256;-3,923;55,656;-3,647;-4,724
"pagode";-0,607;-0,732;-0,869;0,441;3,314
"nourrir";0,863;-0,773;-0,115;-2,502;3,267
"mêler";6,822;-0,252;0,304;-3,189;-0,566
"multitude";-1,112;-1,6;-2,157;12,185;0,137
"mouvement";8,037;-0,147;-0,374;-1,008;-0,397
"ministre";1,046;0,002;-4,366;0,674;0,137
"marché";1,246;-0,586;1,779;0,016;-2,945
"jaloux";5,32;-2,938;-1,379;0,342;0,037
"guérir";-2,234;4,692;3,362;-2,502;-1,164
"fonder";8,347;-0,514;-4,659;1,748;-0,952
"fidèle";0,109;7,023;0,155;-1,396;-4,427
"entourer";1,924;-1,221;0,888;-1,135;-0,021
"ennemi";3,016;0,414;-0,115;-2,502;-0,128
"cours";-0,621;3,731;-3,489;0,342;0,037
"coucher";-2,438;-2,938;-0,231;-2,731;25,293
"considérer";-3,052;-0,375;-2,157;30,173;-2,207
"bord";3,016;-0,014;1,231;-0,645;-3,241
"bonté";-1,112;0,002;-2,157;-3,418;16,648
"antique";0,77;-0,514;-2,425;0,457;0,674
"agréable";-1,827;1,083;0,616;0,085;-0,69
"achever";1,39;-1,385;1,425;0,955;-4,13
"accompagner";0;-0,97;-0,231;-0,822;5,131
"étendue";0,77;1,39;-2,425;0,457;-0,952
"épouvantable";-0,778;-1,174;1,927;-0,082;0,487
"élancer";-2,438;-2,938;-3,489;-2,731;41,104
"éclat";-0,778;-1,174;-0,374;-0,082;7,237
"volume";-1,013;0,001;-0,017;5,74;-1,47
"vice";0,863;0,414;-1,131;-0,645;0,133
"trésor";-0,472;-0,773;1,231;-2,502;3,267
"tourner";0,366;1,037;-1,633;-0,082;0,001
"talent";0,109;3,99;-4,366;0,674;-0,752
"santé";2,453;-1,955;0,03;-0,19;0,025
"rougir";-1,623;-0,256;3,502;-0,19;0,025
"rome";-0,107;-0,256;3,502;0,228;-2,354
"retrouver";-0,472;-0,773;10,773;-2,502;-0,128
"retirer";0,015;-0,773;0,148;-0,001;0,133
"ressembler";5,32;-2,938;-1,379;4,311;-1,416
"reposer";1,246;-2,446;-2,905;-0,478;7,973
"proposer";0,366;0,101;0,003;1,314;-3,834
"prononcer";1,817;-0,147;-0,374;-0,082;0,001
"poids";0,073;0,691;-2,905;3,092;-0,921
"placer";-3,052;-3,677;-4,366;7,971;8,085
"nu";0,192;-0,976;1,748;-0,907;0,012
"musique";0,073;0,001;-0,034;-0,478;0,307
"monstre";17,308;-2,692;-1,131;-0,645;-0,128
"marque";-0,621;3,731;-1,379;-0,822;0,78
"joli";-1,827;-2,201;15,892;-0,325;-0,69
"globe";-2,847;2,324;-1,893;-3,189;9,534
"forcer";12,805;-1,174;-1,633;-1,008;0,001
"faveur";3,856;-2,446;-0,034;0,887;-0,921
"face";3,016;-0,014;-3,197;-0,001;0,133
"exposer";-0,942;8,265;-0,008;-1,199;-0,566
"exercer";6,822;-3,43;-0,008;-0,163;-0,013
"entretenir";-2,847;-3,43;-1,893;2,782;9,534
"dur";8,037;-1,174;-1,633;1,314;-1,674
"demeurer";-0,942;-3,43;1,425;0,955;0,278
"curiosité";-3,256;-0,007;0,718;0,001;0,674
"criminel";24,016;-1,819;-4,659;-0,381;-0,142
"cabinet";-1,112;-0,375;0,155;7,971;-2,207
"barrière";3,856;-2,446;-0,893;3,092;-0,921
"baiser";0;-2,938;8,925;-2,731;0,037
"auprès_de";-0,131;-3,677;16,959;-0,264;-2,207
"attention";-3,052;7,023;0,155;0,024;-2,207
"arme";0,693;-0,125;4,857;-1,59;-2,059
"allumer";1,246;0,001;-2,905;-2,274;4,273
"acteur";-1,013;-1,221;0,888;5,74;-1,47
"académicien";-2,643;1,037;-3,781;6,654;0,001
"élève";1,924;1,325;-1,45;-1,135;-0,021
"édifice";-0,778;1,037;-3,781;10,864;-1,674
"trembler";-1,623;-1,955;1,046;0,228;1,005
"travers";-1,42;0,359;1,681;-0,081;-0,282
"superbe";-0,778;-0,147;-3,781;22,367;-1,674
"sottise";-1,216;-1,465;0,41;9,281;-1,764
"sommeil";0;-0,97;-3,489;-0,822;13,302
"soir";-0,942;-3,43;1,425;5,563;-0,566
"satisfaire";-2,847;-3,43;-0,538;5,563;3,268
"répéter";-2,438;-2,938;-3,489;1,77;13,302
"réponse";-0,607;-0,732;0,205;4,635;-0,881
"respectable";2,941;-0,375;-2,157;0,024;0,137
"refuser";3,016;-0,014;-1,131;-0,645;0,133
"rassembler";-2,643;20,442;-3,781;1,314;-3,834
"rage";0,015;0,414;-1,131;-0,001;0,133
"quitter";0,214;-3,43;6,144;-0,163;-0,566
"projet";0,015;4,692;-3,197;0,569;-1,164
"pococurante";-2,438;-0,97;33,2;-2,731;-3,537
"piastre";-2,438;-2,938;41,675;-2,731;-3,537
"paix";0,366;-1,174;-3,781;-1,008;11,251
"oeuvre";-3,052;15,643;-2,157;0,024;-0,752
"neuf";-0,107;4,711;-0,456;-1,818;0,025
"montagne";0,863;-2,692;-0,115;2,351;-0,128
"marchand";-2,234;-2,692;38,187;-2,502;-3,241
"léger";1,046;-1,6;-2,157;7,971;-0,752
"jambe";-1,42;-0,125;-2,031;21,084;-2,059
"intelligence";-0,621;0,224;-3,489;-2,731;13,302
"inconnu";-2,847;0,03;-1,893;13,988;-0,566
"espérer";-2,03;-0,586;4,381;-2,274;1,717
"empêcher";-0,334;-0,586;-0,034;11,503;-2,945
"emploi";-0,778;0,101;-3,781;6,654;0,001
"couronne";-0,131;-3,677;-4,366;0,674;11,984
"couler";-0,621;-2,938;-0,231;-0,822;13,302
"contempler";-0,019;-3,184;-3,781;3,47;4,105
"consulter";0,192;0,074;-1,159;0,114;0,012
"constantinople";-0,778;-3,184;36,651;-2,96;-3,834
"condamner";0;0,721;-0,115;0,883;-1,764
"combattre";18,678;-0,147;-3,781;-0,082;-1,674
"cas";-0,778;2,954;-3,781;6,654;-1,674
"bizarre";0,036;0,001;-1,45;5,74;-1,47
"bel";4,926;1,083;-0,666;-2,046;-0,69
"battre";0,015;-2,692;-0,115;-0,001;3,267
"arracher";1,246;-0,586;-0,893;-2,274;4,273
"amener";-0,621;0,224;5,262;-0,822;-1,416
"aise";-2,847;-3,43;-0,008;33,781;-4,13
"acheter";-1,623;-1,955;12,738;0,228;-2,354
"également";0,384;4,711;-0,456;-0,19;-2,354
"écraser";-2,03;-2,446;-2,905;6,631;4,273
"vif";-0,621;-0,97;-0,231;-0,822;8,739
"troupe";-2,234;-2,692;-0,115;9,552;0,133
"terreur";-2,03;-2,446;-2,905;-2,274;34,226
"terme";-2,438;11,49;2,561;-2,731;-3,537
"séparer";1,39;0,721;-0,538;-3,189;0,278
"suffire";0,384;-0,256;-2,322;5,3;-0,474
"souvenir";1,246;-2,446;1,779;-0,478;-0,041
"signe";-0,107;-0,256;0,03;0,228;0,025
"scène";-2,03;0,691;-2,905;0,016;4,273
"sagesse";0,214;0,721;-4,074;-3,189;5,991
"révérend";-2,03;-2,446;34,701;-2,274;-2,945
"réunir";-0,065;17,854;-1,893;-0,163;-4,13
"réflexion";-0,778;1,037;0,521;-1,008;0,001
"réel";1,39;0,721;-4,074;0,955;-0,566
"revoir";-0,942;-3,43;25,486;-1,199;-1,938
"renfermer";-2,847;2,324;-0,538;5,563;-1,938
"rare";1,76;-0,412;0;0,085;-0,69
"puissance";12,805;-1,174;-3,781;-2,96;1,856
"prévenir";-0,607;0,36;-0,869;0,441;0,194
"providence";-0,032;-0,125;0,152;-1,59;1,629
"propos";-0,21;1,083;-0,666;1,326;-0,69
"plaindre";3,016;-2,692;1,231;-2,502;0,133
"pitié";2,35;-0,065;0,045;-2,731;0,037
"philosophie";0,073;-2,446;-0,034;0,887;0,307
"pain";-0,019;-3,184;11,477;-2,96;0,001
"opinion";9,488;3,731;-3,489;-2,731;-1,416
"obscur";9,693;-0,976;-1,159;0,114;-1,175
"mépris";0,384;-1,955;0,03;0,228;0,025
"méchant";0,384;-0,256;-0,456;-0,19;1,005
"marbre";-2,438;0,224;-0,231;4,311;-0,249
"malade";4,732;-1,465;0,41;-0,013;-1,764
"louis";-2,438;-2,938;-0,231;33,698;-3,537
"lier";-0,472;8,57;-1,131;-0,001;-1,164
"jeu";-0,778;-3,184;0,003;3,47;0,487
"italie";-0,472;-2,692;22,381;-2,502;-1,164
"infini";-2,643;-3,184;-3,781;0,184;21,924
"hôte";-1,216;-1,465;6,759;-0,013;-0,124
"habiter";0,188;-2,201;-0,666;8,253;-0,69
"habit";-0,472;-2,692;-1,131;21,606;-1,164
"gouverneur";-1,42;-1,71;24,261;-1,59;-2,059
"flatter";0,188;-0,412;-2,613;-2,046;9,965
"faute";0,384;9,381;-0,456;-1,818;-2,354
"fatiguer";0,384;0,149;-0,456;-0,19;0,025
"estimer";-2,03;2,655;-2,905;-2,274;7,973
"embarquer";-2,03;-0,586;19,112;-2,274;-0,921
"désir";13,38;-2,446;-0,034;-0,478;-0,921
"douceur";0,863;1,973;-3,197;-0,645;0,133
"disposer";17,308;-0,773;-3,197;-2,502;0,133
"disparaître";7,9;-0,586;-0,034;-2,274;-0,041
"corneille";0;-1,465;-1,74;3,972;0,389
"conversation";-2,438;-0,065;0,045;7,963;-1,416
"contenir";-0,334;0,001;-2,905;11,503;-0,921
"coin";-0,472;-2,692;-1,131;2,351;3,267
"civil";5,32;-0,065;-3,489;0,342;-0,249
"champ";-0,472;-0,014;-0,115;2,351;-0,128
"causer";8,037;-1,174;0,003;-0,082;-1,674
"bannir";-1,42;11,975;-2,031;-0,081;-0,282
"avantage";-0,019;2,954;0,003;0,184;-3,834
"attirer";0,015;-0,014;-3,197;9,552;-1,164
"appartement";-2,03;-0,586;-2,905;34,123;-2,945
"admirable";5,32;0,224;-0,231;-0,822;-1,416
"abus";0,863;13,607;-3,197;-0,645;-3,241
"absolument";-0,621;-0,065;0,045;4,311;-1,416
"île";-1,013;5,193;-0,017;0,008;-1,47
"vengeance";0,577;-2,938;-3,489;-0,822;13,302
"veiller";2,453;0,149;-2,322;-0,19;0,025
"tyrannie";38,127;-0,97;-3,489;-2,731;-1,416
"turc";1,246;0,001;1,779;-0,478;-2,945
"tronc";-1,42;0,359;-2,031;2,774;0,139
"troisième";-1,216;-1,465;2,625;0,883;-0,124
"tribut";28,645;-2,446;-2,905;0,016;-2,945
"traîner";-0,21;-0,412;0;4,049;-0,69
"système";-2,03;10,408;-0,034;-2,274;-0,041
"suprême";-0,778;-1,174;-3,781;-1,008;21,924
"sommet";-1,623;-0,256;-2,322;5,3;1,005
"semblable";1,76;-0,412;-2,613;0,085;0,584
"salon";-1,216;-0,033;0,41;0,883;-0,124
"saient";-2,234;4,692;1,231;-0,645;-1,164
"répliquer";-2,234;1,973;6,543;-2,502;-1,164
"rencontre";-0,107;-0,256;-0,456;-0,19;3,415
"rayon";-1,827;-2,201;-2,613;0,085;15,635
"puissant";0,585;-0,732;0,205;-0,68;0,194
"postérité";-0,778;1,037;-3,781;-2,96;11,251
"portrait";-1,42;0,359;-2,031;6,974;-0,282
"plume";1,172;-0,033;0,41;-1,362;-0,124
"plonger";-0,21;-0,412;-2,613;1,326;2,439
"patience";-2,234;-0,014;-1,131;-0,001;6,397
"oiseau";-1,42;-0,125;0,152;-0,081;1,629
"observer";-2,643;1,037;-1,633;6,654;-0,397
"métier";0,384;-0,256;7,4;-1,818;-2,354
"mépriser";8,157;-1,71;0,152;-1,59;-0,282
"morceau";-2,03;0,001;-2,905;0,887;4,273
"magnifique";-2,643;0,101;-3,781;16,102;-0,397
"louer";-0,778;-3,184;22,287;-1,008;-1,674
"instruire";0,015;1,973;-3,197;-0,001;0,133
"grossier";-0,472;-0,773;-3,197;21,606;-1,164
"graver";3,016;1,973;-1,131;-0,645;-1,164
"fleuve";-0,81;-0,976;-1,159;-0,907;13,657
"expérience";0,366;5,854;0,003;-1,008;-3,834
"exprimer";1,924;0,001;-1,45;-1,135;0,857
"expliquer";-1,827;3,542;2,513;-0,325;-2,65
"eldorado";-2,234;-2,692;29,759;-2,502;-1,164
"détail";-1,013;5,193;-1,45;1,543;-1,47
"dormir";-2,03;-0,586;0,33;11,503;-2,945
"domestique";-0,334;-2,446;19,112;-2,274;-0,921
"distinguer";3,016;0,414;-1,131;-2,502;0,133
"dignité";-2,03;2,655;-2,905;6,631;-0,921
"destiner";-0,21;-0,412;-2,613;1,326;2,439
"créer";2,453;-0,256;-2,322;0,228;0,025
"convenir";-0,472;1,973;1,231;-2,502;-0,128
"compter";-1,623;15,642;0,03;-1,818;-2,354
"compte";-2,03;10,408;-0,034;-0,478;-0,921
"colonne";-1,42;-0,125;-2,031;21,084;-2,059
"chien";0,192;2,352;-1,159;-0,907;0,012
"chapeau";-0,334;2,655;-2,905;3,092;-0,921
"chanter";-2,03;-2,446;13,048;0,016;-0,921
"cesse";0,073;0,001;-0,034;-0,478;0,307
"buenos";-1,623;-1,955;27,738;-1,818;-2,354
"ayres";-1,623;-1,955;27,738;-1,818;-2,354
"animer";-2,643;-3,184;-3,781;3,47;11,251
"amuser";-1,623;0,149;-0,456;0,228;1,005
"époux";0,585;-0,732;0,205;-0,68;0,194
"voyageur";-1,827;-2,201;15,892;-0,325;-0,69
"voeu";-0,607;-0,732;-0,869;-0,68;10,239
"traverser";-2,438;-2,938;0,822;18,606;-3,537
"séjour";-2,03;-0,586;-2,905;0,887;7,973
"surprendre";-0,621;11,49;-0,231;-0,822;-1,416
"supplice";1,172;-1,465;-1,74;-0,013;2,559
"superstition";14,962;-1,71;-2,031;-1,59;0,139
"sot";-0,032;-1,71;-2,031;2,774;1,629
"solitaire";-1,42;-1,71;-2,031;-1,59;23,929
"réduire";5,32;-0,97;0,822;-2,731;-0,249
"récompense";0,036;5,193;-1,45;-1,135;-0,021
"rival";0,073;0,691;-0,034;0,887;-2,945
"revêtir";-0,107;0,149;-2,322;-0,19;3,415
"renverser";0,188;-2,201;-0,666;8,253;-0,69
"remercier";-2,03;2,655;1,779;-2,274;-0,041
"recueillir";-0,21;-0,412;-0,666;-2,046;9,965
"rapporter";0;3,531;-0,115;-1,362;-0,124
"prodigieux";0;3,531;-1,74;0,883;-1,764
"poursuivre";1,246;-2,446;-0,893;-0,478;4,273
"poison";7,9;0,001;-2,905;-2,274;0,307
"plat";-0,032;-0,125;1,681;0,476;-2,059
"passager";-0,472;-2,692;0,148;-2,502;10,567
"passage";0,188;-0,412;0,616;1,326;-2,65
"parent";11,969;-1,955;-2,322;-0,19;0,025
"ordonner";-0,334;10,408;0,33;-2,274;-2,945
"opéra";0;-1,465;0,41;0,883;-0,124
"officier";-1,827;0,04;2,513;1,326;-2,65
"obtenir";1,76;-0,412;0,616;-2,046;-0,001
"multiplier";0,073;2,655;-2,905;0,016;-0,041
"mortel";-0,107;1,634;-2,322;0,228;0,025
"merveilleux";-2,234;19,804;-3,197;-0,001;-1,164
"majestueux";-2,438;-0,97;-3,489;-0,822;25,293
"magnificence";-2,438;-2,938;-3,489;18,606;0,78
"magistrat";-0,621;16,964;-3,489;-0,026;-1,416
"humeur";8,157;-0,125;0,152;-1,59;-2,059
"glaive";29,172;-2,938;-3,489;-0,822;-0,249
"frais";-0,21;-2,201;2,513;4,049;-2,65
"finir";-0,21;7,417;-0,666;-2,046;-0,001
"espérance";-0,032;-0,125;0,152;-0,081;0,139
"envie";-1,827;1,083;-0,666;-0,325;2,439
"effacer";-0,621;1,446;-3,489;4,311;-0,249
"droite";0,693;-1,71;-2,031;0,476;1,629
"difficile";3,016;-0,014;-3,197;-2,502;3,267
"daigner";6,315;-1,955;-2,322;-1,818;3,415
"cour";-1,827;0,04;0;4,049;-0,69
"consoler";-1,216;-1,465;6,759;-1,362;0,389
"consacrer";11,239;-0,773;-3,197;-0,645;0,133
"compagnie";-0,81;-0,976;13,847;-0,907;-1,175
"communiquer";1,246;2,655;-0,893;-0,478;-0,921
"commandant";-1,623;-1,955;27,738;-1,818;-2,354
"charme";-0,472;-2,692;-3,197;-0,645;22,033
"canon";-0,107;-0,256;0,03;1,931;-0,474
"cadavre";4,926;0,04;-2,613;-2,046;0,584
"but";-2,234;4,692;-3,197;-0,645;3,267
"briser";0,384;-0,256;-2,322;0,228;1,005
"briller";-2,234;-0,014;-0,115;-0,645;6,397
"bouche";0,036;-1,221;4,061;-1,135;-0,021
"borne";1,76;-0,412;-2,613;-0,325;2,439
"aspect";-2,234;0,414;-3,197;5,345;0,133
"appliquer";-0,472;8,57;-3,197;-0,645;0,133
"allemand";-1,42;-1,71;16,147;-1,59;-0,282
"ôter";-1,827;0,04;0;-0,325;2,439
