"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5"
"proie";-0,81;-0,976;-1,159;8,505;0,012
"profession";14,293;-1,221;-0,017;-1,135;-1,47
"prodigieusement";-0,607;0,36;0,205;0,441;-0,881
"procès";0,036;1,325;-1,45;1,543;-1,47
"presser";-0,607;-0,732;-0,869;4,635;0,194
"pratiquer";-0,81;2,352;-1,159;2,646;-1,175
"pratique";0,192;7,809;-1,159;-0,907;-1,175
"prairie";-0,607;-0,732;10,381;-0,68;-0,881
"portée";-0,607;-0,732;0,205;0,441;0,194
"ponte";-1,013;-1,221;4,061;0,008;-0,021
"pompeux";0,192;2,352;-1,159;-0,907;0,012
"poche";-0,81;-0,976;13,847;-0,907;-1,175
"plaie";5,334;-0,732;-0,869;0,441;-0,881
"plaider";0,192;7,809;-1,159;-0,907;-1,175
"philosophique";-1,013;20,564;-1,45;-1,135;-1,47
"perspective";0,585;-0,732;-0,869;0,441;0,194
"perroquet";0,585;-0,732;3,375;-0,68;-0,881
"pencher";0,036;5,193;-0,017;-1,135;-1,47
"parlement";-1,013;-1,221;-1,45;22,12;-1,47
"paresse";0,192;-0,976;-1,159;2,646;0,012
"paisiblement";-0,607;-0,732;-0,869;4,635;0,194
"oubli";-0,607;-0,732;-0,869;4,635;0,194
"os";0,585;-0,732;-0,869;0,441;0,194
"odeur";-0,607;-0,732;-0,869;13,262;-0,881
"objection";5,334;-0,732;-0,869;0,441;-0,881
"nuage";-0,607;-0,732;-0,869;-0,68;10,239
"notion";0,036;11,606;-1,45;-1,135;-1,47
"nier";-0,607;0,36;0,205;-0,68;0,194
"nager";-1,013;-1,221;4,061;-1,135;0,857
"mutuellement";-0,81;-0,976;-1,159;0,114;6,253
"mosquée";-0,81;-0,976;6,359;0,114;-1,175
"moquer";0,036;-1,221;4,061;0,008;-1,47
"meurtrier";-0,81;0,074;0,015;-0,907;1,705
"maxime";0,585;0,36;0,205;-0,68;-0,881
"mathématique";-1,013;1,325;-1,45;5,74;-1,47
"masque";0,192;0,074;-1,159;0,114;0,012
"légume";0,192;-0,976;0,015;-0,907;1,705
"légitime";24,775;-1,221;-1,45;-1,135;-1,47
"lâcher";0,192;0,074;0,015;0,114;-1,175
"là_haut";-0,81;-0,976;-1,159;17,689;-1,175
"louvre";-1,013;-1,221;-1,45;22,12;-1,47
"loisir";0,585;0,36;-0,869;0,441;-0,881
"logis";-1,013;-1,221;0,888;0,008;0,857
"littérature";-1,013;0,001;-0,017;5,74;-1,47
"ligne";1,924;0,001;-1,45;1,543;-1,47
"librement";0,585;-0,732;-0,869;4,635;-0,881
"laurier";-0,81;0,074;-1,159;8,505;-1,175
"lasser";-1,013;-1,221;9,537;0,008;-1,47
"lait";-0,607;-0,732;-0,869;-0,68;10,239
"jusques";19,812;-0,976;-1,159;-0,907;-1,175
"inébranlable";0,192;2,352;-1,159;-0,907;0,012
"introduire";0,585;-0,732;3,375;-0,68;-0,881
"insulter";14,293;0,001;-1,45;-1,135;-1,47
"insensibilité";14,293;-1,221;-1,45;-1,135;-0,021
"inscription";-1,013;-1,221;-1,45;22,12;-1,47
"indigent";5,334;-0,732;-0,869;0,441;-0,881
"indigence";0,585;4,226;-0,869;-0,68;-0,881
"indifférent";1,924;0,001;-1,45;-1,135;0,857
"hôtel";-1,013;0,001;-0,017;5,74;-1,47
"héritier";-0,81;-0,976;-1,159;-0,907;13,657
"horriblement";-1,013;-1,221;17,316;-1,135;-1,47
"homicide";0,192;-0,976;-1,159;-0,907;6,253
"génération";-0,81;0,074;-1,159;0,114;1,705
"gravure";-0,81;16,444;-1,159;-0,907;-1,175
"glorieux";-0,607;-0,732;-0,869;-0,68;10,239
"frotter";-0,81;-0,976;6,359;0,114;-1,175
"frivole";0,585;-0,732;-0,869;0,441;0,194
"franchir";0,036;0,001;-0,017;-1,135;0,857
"fosse";-0,81;-0,976;-1,159;-0,907;13,657
"formidable";0,585;0,36;-0,869;-0,68;0,194
"forfait";0,585;-0,732;-0,869;-0,68;3,314
"flot";0,036;-1,221;-1,45;-1,135;9,386
"flatteur";3,152;-0,976;-1,159;-0,907;1,705
"firmament";-1,013;-1,221;-1,45;-1,135;17,079
"fesse";-0,81;-0,976;13,847;-0,907;-1,175
"fendre";-0,607;-0,732;3,375;-0,68;0,194
"exiger";5,334;0,36;-0,869;-0,68;-0,881
"exemplaire";0,192;2,352;-1,159;-0,907;0,012
"entièrement";-0,607;4,226;0,205;-0,68;-0,881
"entendement";-0,607;12,328;-0,869;-0,68;-0,881
"enrichir";0,192;0,074;-1,159;-0,907;1,705
"ennuyeux";-0,607;-0,732;-0,869;13,262;-0,881
"endroit";-1,013;-1,221;-1,45;5,74;0,857
"enchanté";-0,81;-0,976;-1,159;17,689;-1,175
"empresser";-1,013;0,001;-0,017;1,543;-0,021
"empressement";0,192;-0,976;6,359;-0,907;-1,175
"emparer";-0,607;4,226;0,205;-0,68;-0,881
"dévoiler";0,192;0,074;-1,159;-0,907;1,705
"désastre";-0,81;-0,976;1,748;2,646;-1,175
"dérober";-1,013;-1,221;-0,017;1,543;0,857
"dépôt";14,293;0,001;-1,45;-1,135;-1,47
"député";14,293;0,001;-1,45;-1,135;-1,47
"dépouiller";0,585;0,36;-0,869;-0,68;0,194
"démontrer";-0,81;-0,976;13,847;-0,907;-1,175
"délit";0,192;7,809;-1,159;-0,907;-1,175
"dorado";-1,013;-1,221;17,316;-1,135;-1,47
"domaine";-0,81;-0,976;-1,159;17,689;-1,175
"dicter";-0,81;2,352;-1,159;0,114;0,012
"diadème";1,924;-1,221;-1,45;-1,135;3,979
"dessécher";5,334;-0,732;-0,869;0,441;-0,881
"description";0,192;-0,976;0,015;2,646;-1,175
"descendont";0,192;0,074;-1,159;0,114;0,012
"derviche";-0,81;-0,976;13,847;-0,907;-1,175
"dent";-0,81;-0,976;6,359;-0,907;0,012
"célébrer";0,192;0,074;-1,159;2,646;-1,175
"célèbre";-0,81;2,352;-1,159;2,646;-1,175
"course";-1,013;0,001;0,888;1,543;-1,47
"courber";9,693;-0,976;-1,159;0,114;-1,175
"continuel";-1,013;-1,221;-1,45;22,12;-1,47
"conservateur";-1,013;-1,221;-1,45;0,008;9,386
"connaitre";0,036;0,001;-1,45;0,008;0,857
"congé";0,192;-0,976;6,359;-0,907;-1,175
"confus";-0,81;0,074;0,015;2,646;-1,175
"confrère";-0,607;-0,732;-0,869;4,635;0,194
"concert";-0,81;-0,976;0,015;2,646;0,012
"concentrer";14,293;-1,221;-1,45;-1,135;-0,021
"commission";-0,81;2,352;0,015;0,114;-1,175
"commencement";-0,81;0,074;0,015;2,646;-1,175
"comble";0,585;0,36;-0,869;-0,68;0,194
"collection";0,192;7,809;-1,159;-0,907;-1,175
"colibri";-1,013;-1,221;17,316;-1,135;-1,47
"coffre";-0,81;-0,976;-1,159;17,689;-1,175
"châtiment";19,812;-0,976;-1,159;-0,907;-1,175
"chocolat";-1,013;0,001;9,537;-1,135;-1,47
"charmer";3,152;-0,976;1,748;-0,907;-1,175
"caresser";-1,013;-1,221;0,888;0,008;0,857
"cantique";-1,013;-1,221;-1,45;-1,135;17,079
"bâtiment";-0,81;0,074;-1,159;2,646;0,012
"broche";-1,013;-1,221;17,316;-1,135;-1,47
"brisé";3,152;-0,976;-1,159;-0,907;1,705
"bourreau";0,192;2,352;-1,159;-0,907;0,012
"boue";0,192;0,074;0,015;0,114;-1,175
"blesser";0,585;0,36;-0,869;-0,68;0,194
"bienfaiteur";0,192;-0,976;0,015;-0,907;1,705
"bienfait";-0,607;0,36;-0,869;0,441;0,194
"avocat";-0,81;0,074;0,015;-0,907;1,705
"avertir";0,036;-1,221;4,061;-1,135;-0,021
"autel";0,192;-0,976;0,015;0,114;0,012
"attitude";-1,013;0,001;-1,45;-1,135;9,386
"arrivée";-0,607;-0,732;0,205;0,441;0,194
"armoire";-0,607;0,36;-0,869;4,635;-0,881
"approbation";0,192;-0,976;-1,159;8,505;-1,175
"allégresse";0,036;-1,221;-0,017;-1,135;3,979
"aigle";-0,81;-0,976;-1,159;-0,907;13,657
"admettre";-1,013;5,193;-1,45;1,543;-1,47
"activité";3,152;0,074;-1,159;-0,907;0,012
"accord";0,036;5,193;-1,45;-1,135;-0,021
"accommoder";0,192;0,074;1,748;-0,907;-1,175
"abîme";-0,607;-0,732;0,205;-0,68;3,314
"abréger";-0,81;2,352;-1,159;2,646;-1,175
"éveiller";-0,607;-0,732;-0,869;4,635;0,194
"de";-0,019;4,177;-17,556;0,461;2,998
"être";5,722;6,847;-7,391;0,041;-4,392
"la";2,628;-0,059;-15,733;0,229;5,245
"le";1,271;-9,89;-0,03;-0,143;6,238
"avoir";6,237;13,045;-0,005;-1,702;-19,117
"les";7,668;1,543;-18,953;0,175;0,089
"l";11,958;3,683;-77,085;-1,06;22,976
"et";-29,727;-4,827;135,935;-5,29;-6,41
"à";1,298;-1,423;10,736;-0,533;-6,125
"ne";3,333;5,682;-3,4;0,204;-6,11
"il";-1,6;-0,026;37,228;-3,259;-9,758
"un";-0,084;-3,035;0,112;2,503;0,012
"que";4,803;0,248;-0,044;-1,152;-1,5
"des";5,761;10,143;-32,51;0,477;-0,015
"qui";0,992;2,13;-30,029;-0,099;12,099
"d";0,556;-2,382;-7,592;2,67;4,111
"en";2,065;-0,789;0,299;2,241;-5,632
"je";-19,613;-12,558;9,06;15,419;0,458
"qu";-0,563;5,497;0,695;-0,058;-4,662
"dans";-3,862;-7,598;0,948;6,656;1,014
"on";-3,094;14,559;-4,459;10,477;-8,647
"plus";1,302;0,735;-21,031;3,198;1,166
"une";-1,004;-0,336;-7,019;11,453;0,899
"vous";-3,891;-1,17;28,922;0,422;-10,066
"du";2,196;-6,317;0,002;-0,311;2,338
"ce";2,953;2,345;0,164;-0,525;-7,386
"faire";-1,086;0,579;8,508;-0,051;-6,185
"nous";1,266;8,611;-5,711;-3,861;0,172
"pour";4,761;-0,132;-2,081;0,093;-0,203
"dire";-30,359;-16,053;256,673;-1,65;-36,621
"se";0,885;-8,844;-0,984;0,058;7,526
"pas";0,613;2,728;1,13;-0,741;-6,381
"s";0,045;0,7;-2,506;-0,163;0,938
"son";-1,826;-2,018;0,617;-7,627;18,746
"ils";-4,042;8,788;-3,324;0,178;0,17
"au";0,892;-0,007;-2,123;-0,009;0,597
"sur";6,333;-1,152;-6,985;-0,465;4,139
"mais";1,266;6,808;0;-0,007;-11,428
"tout";-1,996;-0,501;2,139;2,833;-1,175
"lui";-1,508;-0,342;16,68;-3,87;-0,354
"par";3,399;18,577;-4,27;-1,283;-6,884
"ces";0,339;-1,453;-9,899;3,387;4,208
"leur";0,209;1,526;-5,513;0,159;0,152
"me";-6,16;-2,447;-0,025;19,728;-0,066
"ses";0,888;-2,131;-10,164;-1,766;24,494
"si";-0,95;4,203;-0,216;0,086;-0,777
"y";-12,048;0,537;14,845;1,566;-6,719
"avec";-0,894;-0,499;3,575;-0,042;-0,032
"cette";0,024;1,396;-11,915;0,795;1,832
"c";5,03;-0,006;-0,43;-0,532;-0,361
"elle";-0,68;-0,354;1,65;-14,689;12,757
"sa";-0,009;-0,089;-1,404;-8,564;18,147
"j";-5,896;-8,038;3,389;12,719;-0,08
"pouvoir";0,153;-0,259;4,95;-3,457;-0,131
"comme";-0,005;4,697;-8,588;-0,061;1,334
"bien";-1,571;0,377;11,608;0,324;-11,455
"point";8,667;-0,371;-8,963;1,19;-0,007
"leurs";1,451;0,143;-4,332;-0,402;1,504
"tous";0,004;6,206;-2,971;-2,28;0,492
"mon";-4,914;-4,262;10,763;-0,01;0,58
"où";-0,783;0,531;-6,172;2,395;1,301
"sans";1,106;0,748;-4,047;0,738;-0,303
"aux";6,091;1,494;-10,904;-1,906;1,454
"m";-8,706;-3,04;1,269;11,368;0,002
"deux";-2,32;-12,964;71,616;-1,722;-5,963
"ou";1,72;1,1;-5,484;4,407;-3,159
"même";4,444;13,58;-9,331;-5,965;-0,005
"devoir";0,357;0,981;-11,509;0,002;3,467
"votre";0,524;2,594;-0,018;0,531;-7,37
"dont";-0,609;-1,164;-3,289;0,414;8,586
"toutes";-0,047;8,63;-6,658;1,157;-1,034
"savoir";-2,74;7,297;0;-0,352;-0,275
"autre";0,127;0,805;0,245;-0,022;-2,323
"vouloir";0,556;-2,33;10,535;-2,271;-1,116
"nos";1,118;8,984;-14,384;-2,963;2,523
"encore";-0,953;0,012;0,339;0,861;-0,45
"ni";0,085;0,762;-0,477;1,204;-2,009
"bon";-0,374;-0,112;15,079;-1,676;-3,263
"moi";-2,969;-1,455;15,119;0,19;-2,543
"toujours";-4,027;-0,12;0,773;0,042;1,113
"notre";7,19;2,449;-5,88;-1,719;-0,061
"jamais";4,059;0,172;0,037;-1,949;-1,19
"toute";-1,332;1,855;-0,403;-0,038;0,306
"rien";-1,829;0,902;-0,001;0,512;-0,11
"falloir";-3,956;5,813;9,659;-1;-7,172
"aussi";0,286;0,01;0,52;-0,201;-0,766
"elles";1,546;3,155;-10,23;2,102;-0,905
"autres";-2,317;3,349;0,094;-0,187;-0,078
"cet";2,843;-0,023;-1,772;-0,149;0,103
"sous";1,193;-0,544;-10,203;-0,588;13,075
"tant";0,402;2,977;-5,278;2,034;-1,523
"peu";0,188;0,149;4,06;-0,066;-6,365
"ainsi";2,074;0,193;-0,224;-0,582;-0,274
"après";-1,277;-1,059;18,873;-2,085;-1,01
"croire";-1,496;-0,1;0,57;0,688;-0,017
"quelques";-1,496;-0,001;4,59;1,272;-4,258
"moins";-0,455;0,073;-2,186;5,638;-0,144
"car";-0,155;3,532;0,121;0,015;-3,568
"ma";-4,355;-6,296;16,24;0,001;0,038
"quand";-0,309;-2,059;19,825;-0,83;-3,012
"vos";-0,008;0;-2,123;0,06;1,662
"fort";-0,008;0,259;0,031;1,914;-3,46
"chaque";0,785;2,748;-11,889;5,072;-1,029
"enfin";-0,256;-0,042;2,111;-0,312;-0,08
"parce_que";2,056;2,027;-4,994;-1,553;0,564
"mille";-0,587;-0,799;12,879;1,153;-9,231
"donc";0,09;0,931;4,622;-0,004;-10,68
"quel";-0,275;1,148;-1,722;0,157;0,155
"monsieur";-3,484;-1,039;38,344;-0,231;-9,55
"comment";-0,459;0,229;21,73;-4,007;-6,955
"très";-1,971;0,082;33,894;-1,693;-13,05
"trois";0,46;-2,796;2,995;6,681;-9,86
"là";-0,697;0,077;0,001;3,385;-1,557
"ceux";0,229;3,309;-9,616;0,202;0,272
"vers";-0,565;-0,002;-1,435;0,703;1,265
"quelque";-0,146;1,954;-0,021;-0,132;-0,252
"eux";2,698;0,118;-0,275;-2,03;0,003
"ici";-0,263;-0,45;5,799;0,858;-4,678
"plusieurs";-1,506;4,583;-4,767;4,383;-0,487
"mes";-0,859;-4,334;-2,368;0,259;14,919
"chez";0,085;-1,712;11,97;-2,266;-1,151
"celui";0,68;0,086;-2,576;0,251;0,014
"mal";0,68;0,086;-0,808;-8,494;6,661
"alors";0,074;-0,909;-0,586;0,088;1,317
"personne";-0,048;0,129;-1,365;4,143;-0,753
"t";-0,843;0,05;5,483;-3,836;0,008
"cela";-1,171;7,1;1,868;0,188;-11,04
"quoi";-1,435;-0,779;15,388;-0,105;-2,893
"entre";-0,048;-4,561;2,386;0,045;0,234
"non";1,3;-0,022;-0,073;-0,49;0,002
"mieux";-0,027;0,28;3,493;-0,694;-2,09
"contre";4,056;-0,034;-8,7;0,698;0,291
"assez";0,003;0,24;2,862;-1,168;-1,427
"chacun";-0,142;-1,447;1,116;3,23;-1,539
"voilà";-0,653;-0,266;12,769;-4,851;-0,095
"pendant";-0,196;-0,763;0,923;0,81;-0,322
"trop";-0,224;14,324;-4,177;0,342;-2,789
"dès";0,648;2,187;-2,725;-1,222;0,3
"parmi";1,295;1,921;-7,956;0,667;-0,077
"beaucoup";-0,325;0,021;2,263;0,54;-3,272
"celle";0,003;0,004;-1,356;1,239;0,001
"quelle";-1,487;-0,168;-0,006;0,336;1,031
"depuis";0,144;-0,001;-4,611;11,483;-1,712
"loin";-0,067;-0,042;-1,021;-0,002;2,164
"cent";0,056;-0,395;0,81;0;-0,27
"tu";-3,553;-2,785;2,867;-2,412;9,106
"or";0,044;-1,184;2,28;1,723;-3,522
"cependant";0,461;2,436;0,062;-0,002;-5,268
"ton";-4,147;-0,001;-2,938;0,016;11,828
"lui_même";17,743;-0,054;-5,793;-0,329;-0,376
"lorsqu";0,086;-0,015;-1,84;-0,766;4,059
"jusqu_à";1,317;-0,418;-0,029;-0,894;0,402
"ah";-2,238;-0,755;13,251;0,047;-2,785
"pourquoi";-0,011;-0,239;1,738;-0,114;-0,198
"lorsque";0,314;-3,001;-6,081;7,383;1,167
"autant";0,056;-0,395;-0,912;0,256;0,751
"an";14,152;-0,001;-0,719;-0,645;-3,027
"quatre";-2,581;0,068;0,852;4,105;-2,589
"presque";0,086;-0,324;-3,18;0,25;2,527
"déjà";-0,524;-1,081;1,047;1,248;-0,178
"devant";-5,107;0,312;-0,602;3,072;0,407
"juste";-0,524;2,084;-1,794;0,371;0,002
"aucun";2,64;0,45;-2,771;-0,052;-0,047
"six";-2,773;-3,66;14,014;0,687;-1,433
"oui";-3,948;-0,755;10,239;0,478;-1,513
"ailleurs";4,723;0,024;0,63;-3,291;-1,433
"tel";0,964;1,387;-0,069;-0,96;-0,678
"souvent";-0,097;0,239;0,457;-0,246;-0,159
"longtemps";1,917;-2,361;3,875;0,01;-3,366
"ô";-0,048;-4,912;0,662;0,572;0,616
"vingt";0,005;0,068;2,032;-0,453;-1,23
"quelquefois";-2,967;1,134;4,474;0,039;-3,104
"oh";-1,404;-0,924;0,035;-0,102;4,319
"ensuite";-4,488;2,107;6,754;-0,001;-4,163
"eh";-1,248;-0,132;1,652;0,09;-0,047
"aujourd_hui";0,109;0,897;-1,794;0,371;-0,178
"quoique";-0,67;1,387;0,662;-0,161;-0,678
"mêmes";6,059;-0,5;-2,273;-0,344;0,267
"hélas";-0,948;-1,553;13,144;-2,857;0
"puis";-0,161;0,139;0,298;-1,296;0,267
"aucune";-0,215;9,453;-0,126;-0,381;-2,479
"peut_être";0,378;-0,828;2,818;-2,007;-0,002
"dix";-1,464;-0,665;1,625;1,362;-0,247
"surtout";-1,828;3,617;-1,562;0,783;-0,029
"puisque";0,043;3,279;-0,914;-0,381;-0,142
"près";-0,048;-0,27;-3,524;9,428;-0,083
"moindre";1,556;-0,098;-1,337;-0,651;1,173
"avant";-0,542;1,747;-0,021;-0,091;-0,029
"tandis_que";-3,872;-0,999;0,165;0,085;4,119
"lequel";0,043;-0,514;-0,914;1,748;0,049
"cinq";-0,065;0,03;6,144;-1,199;-1,938
"cents";3,016;-0,773;0,148;-0,001;-1,164
"partout";-1,464;2,68;5,96;-3,877;-1,163
"d_abord";0;-0,098;1,236;0,17;-1,384
"afin";1,234;-0,176;-5,54;0,783;0,864
"laquelle";-2,03;2,655;-2,905;0,887;0,307
"toi";0,577;-2,938;-1,379;-2,731;13,302
"ta";0,384;-0,256;-0,456;-1,818;3,415
"telle";3,856;-0,586;-2,905;0,016;0,307
"te";1,246;-2,446;0,33;-0,478;0,307
"plupart";0,366;1,037;0,521;-1,008;-1,674
"million";1,817;-0,147;4,222;-1,008;-3,834
"celles";-0,778;2,954;-1,633;-0,082;0,487
"uns";0,073;-0,586;-0,893;-0,478;4,273
"monseigneur";-1,216;-1,465;12,813;-0,013;-1,764
"moi_même";-0,019;-1,174;1,927;0,184;-0,397
"lendemain";-0,621;-0,97;5,262;-0,026;-0,249
"combien";-0,942;0,03;0,304;-0,163;0,278
"autour";-1,013;0,001;-1,45;1,543;0,857
"douze";1,246;0,001;-0,034;0,887;-2,945
"madame";0,188;-2,201;10,151;-0,325;-2,65
"jadis";3,592;-0,252;-4,074;2,782;-0,566
"hors";0,073;0,001;0,33;0,887;-2,945
"davantage";-2,847;0,03;6,144;-0,163;-0,566
"auprès";-0,472;-0,773;0,148;0,569;0,133
"trente";-0,472;-2,692;3,362;-0,645;1,179
"malgré";-0,334;2,655;-0,893;3,092;-2,945
"jusqu";1,172;-0,033;-0,115;-1,362;0,389
"derrière";0,693;-1,71;1,681;-0,081;-0,282
"tels";0,384;1,634;-2,322;-1,818;1,005
"selon";0,693;-1,71;0,152;2,774;-2,059
"elle_même";0,188;1,083;0;-0,325;-0,69
"différents";0,015;-0,014;-3,197;9,552;-1,164
"cinquante";-1,827;-2,201;5,691;4,049;-2,65
"celui_ci";0,384;0,149;0,03;-0,19;-0,474
"voici";-1,827;-0,412;5,691;0,085;-0,69
"sept";-0,032;0,359;0,152;0,476;-2,059
"huit";0,015;-0,014;0,148;-0,001;-0,128
"autrefois";-1,827;3,542;0;1,326;-2,65
"quelqu_un";-0,472;0,414;-0,115;5,345;-3,241
"pardon";4,732;-1,465;0,41;-1,362;-0,124
"outre";0;-0,033;-1,74;3,972;-0,124
"lesquels";-0,21;1,083;-2,613;4,049;-0,69
"jusqu_au";-0,032;-0,125;0,152;-0,081;0,139
"environ";-1,827;-0,412;2,513;1,326;-0,69
"ci";-2,03;0,001;19,112;-2,274;-2,945
"vive";-0,107;-1,955;-2,322;1,931;3,415
"tes";1,924;-1,221;-1,45;-1,135;3,979
"quinze";-0,032;-1,71;9,679;-0,081;-2,059
"diable";0,036;-1,221;4,061;-1,135;-0,021
"au_dessus";-0,032;0,359;0,152;-1,59;0,139
"vôtre";-0,81;2,352;-1,159;2,646;-1,175
"soi";-1,42;-1,71;0,152;2,774;0,139
"envers";4,732;-0,033;-1,74;-1,362;0,389
"dessus";-0,032;0,359;-0,268;0,476;-0,282
"chacune";-1,216;0,721;-0,115;0,883;-0,124
"c_est_à_dire";-1,42;2,412;-2,031;2,774;-0,282
"vite";0;-1,465;12,813;-1,362;-1,764
"tandis_qu";-1,623;-0,256;0,03;1,931;0,025
"pourtant";-1,42;2,412;1,681;-0,081;-2,059
"eux_mêmes";-0,032;-0,125;-2,031;-0,081;4,754
"demain";-1,216;-0,033;2,625;-0,013;-0,124
"certains";-1,013;1,325;-1,45;1,543;-0,021
"certain";0;0,721;-0,115;-0,013;-0,124
"tard";-1,013;1,325;-1,45;5,74;-1,47
"soixante";0,585;-0,732;0,205;0,441;-0,881
"sienne";-1,216;0,721;0,41;-0,013;-0,124
"quelles";-1,216;0,721;-0,115;-0,013;0,389
"puisqu";1,172;-0,033;0,41;-0,013;-1,764
"ceci";-0,81;0,074;0,015;0,114;0,012
"toutefois";0;0,721;-1,74;3,972;-1,764
"telles";-1,013;0,001;-0,017;1,543;-0,021
"quels";-0,607;-0,732;-0,869;-0,68;10,239
"nôtres";0,585;0,36;-0,869;0,441;-0,881
"mienne";-0,607;-0,732;-0,869;0,441;3,314
"duquel";-0,81;0,074;-1,159;8,505;-1,175
"dommage";9,693;-0,976;0,015;-0,907;-1,175
"adieu";0,036;-1,221;-0,017;-1,135;3,979
"vingt_quatre";-0,607;0,36;-0,869;4,635;-0,881
"soi_même";3,152;0,074;-1,159;0,114;-1,175
"quiconque";0,192;0,074;0,015;-0,907;0,012
"quarante";0,192;-0,976;-1,159;8,505;-1,175
"las";0,192;-0,976;0,015;-0,907;1,705
"hier";0,192;0,074;0,015;0,114;-1,175
"elles_mêmes";0,585;-0,732;-0,869;4,635;-0,881
"diverses";3,152;0,074;-1,159;-0,907;0,012
"celui_là";0,036;1,325;0,888;-1,135;-1,47
"celle_ci";0,192;0,074;-1,159;0,114;0,012
"nulle";-0,81;7,809;0,015;-0,907;-1,175
"nous_mêmes";-0,607;-0,732;0,205;0,441;0,194
"mince";0,585;0,36;-0,869;-0,68;0,194
"lors";0,585;-0,732;-0,869;0,441;0,194
"lesquelles";-0,607;-0,732;-0,869;4,635;0,194
"excepté";-0,81;-0,976;13,847;-0,907;-1,175
"debout";-0,81;0,074;0,015;-0,907;1,705
"ceux_ci";0,585;-0,732;-0,869;0,441;0,194
"certaine";0,192;-0,976;-1,159;0,114;1,705
"quelques_unes";-0,607;0,36;0,205;-0,68;0,194
"quatre_vingts";0,585;0,36;0,205;-0,68;-0,881
"L'ANNÉE";124,585;28,523;-996,284;33,489;122,13
"*À";124,585;28,523;-996,284;33,489;122,13
"chaumière";-0,202;19,656;-20,904;-3,455;6,135
"*VOYAGE";-16,502;23,887;-29,548;42,241;-2,594
"DANS";-16,502;23,887;-29,548;42,241;-2,594
"CENT";124,585;28,523;-996,284;33,489;122,13
"*Candide";-96,588;-107,146;1520,57;-72,758;-152,647
"indienne";-0,202;19,656;-20,904;-3,455;6,135
"LES";-16,502;23,887;-29,548;42,241;-2,594
"*La";-0,202;19,656;-20,904;-3,455;6,135
"DEUX";124,585;28,523;-996,284;33,489;122,13
"MILLE";124,585;28,523;-996,284;33,489;122,13
"QUATRE";124,585;28,523;-996,284;33,489;122,13
"QUARANTE.";124,585;28,523;-996,284;33,489;122,13
"ESPACES.";-16,502;23,887;-29,548;42,241;-2,594
